Curso,Codigo,Nota_Real,Nota_Simulada,Erro
Línguas e Relações Empresariais,0300-9196,145.0,147.0,2.0
"Línguas, Literaturas e Culturas",0300-9204,134.6,136.5,1.9
Matemática,0300-9209,124.2,123.5,-0.7
Psicologia,0300-9219,137.0,137.8,0.8
Química,0300-9223,132.0,133.5,1.5
Tradução,0300-9252,135.8,138.0,2.2
Ciências Biomédicas,0300-9351,159.3,161.0,1.7
Educação Básica,0300-9853,114.0,110.0,-4.0
Optometria e Ciências da Visão,0400-8184,115.3,115.0,-0.3
Bioquímica,0400-9015,124.9,126.0,1.1
Biotecnologia,0400-9016,108.7,106.0,-2.7
Ciência Política e Relações Internacionais,0400-9020,149.5,153.8,4.3
Ciências da Comunicação,0400-9023,136.6,137.0,0.4
Ciências da Cultura,0400-9025,106.4,106.5,0.1
Cinema,0400-9048,132.7,134.5,1.8
Design de Moda,0400-9071,126.6,127.5,0.9
Design Industrial,0400-9074,116.5,114.5,-2.0
Design Multimédia,0400-9075,125.9,127.0,1.1
Economia,0400-9081,126.5,123.8,-2.7
Engenharia e Gestão Industrial,0400-9104,124.5,124.2,-0.3
Engenharia Eletromecânica,0400-9105,108.8,105.8,-3.0
Engenharia Eletrotécnica e de Computadores,0400-9112,111.4,108.0,-3.4
Engenharia Informática,0400-9119,121.8,117.2,-4.6
Gestão,0400-9147,143.9,144.0,0.1
Marketing,0400-9205,109.0,106.5,-2.5
Psicologia,0400-9219,142.0,144.5,2.5
Química Industrial,0400-9225,113.7,113.5,-0.2
Sociologia,0400-9240,113.8,112.8,-1.0
Arquitetura,0400-9257,116.8,115.0,-1.8
Ciências Biomédicas,0400-9351,136.2,134.5,-1.7
Ciências Farmacêuticas,0400-9494,143.2,143.0,-0.2
Ciências do Desporto,0400-9707,120.7,120.5,-0.2
Medicina,0400-9813,174.3,193.5,19.2
Estudos Portugueses e Espanhóis,0400-9918,112.9,113.5,0.6
Química Medicinal,0501-8408,121.8,121.0,-0.8
Biologia,0501-9011,126.5,120.5,-6.0
Bioquímica,0501-9015,140.3,140.5,0.2
Engenharia e Gestão Industrial,0501-9104,146.0,147.0,1.0
Engenharia Informática,0501-9119,142.5,134.8,-7.7
Física,0501-9141,136.5,138.0,1.5
Geologia,0501-9146,100.5,100.0,-0.5
Matemática,0501-9209,119.0,114.2,-4.8
Química,0501-9223,116.0,114.5,-1.5
Arquitetura,0501-9257,122.3,118.5,-3.8
Antropologia,0501-9448,116.5,116.0,-0.5
Design e Multimédia,0501-9891,153.5,155.5,2.0
Administração Público-Privada,0502-8067,149.0,154.5,5.5
Direito,0502-9078,156.5,163.0,6.5
Economia,0503-9081,139.5,133.2,-6.3
Gestão,0503-9147,154.0,154.8,0.8
Relações Internacionais,0503-9229,162.5,191.5,29.0
Sociologia,0503-9240,133.0,135.0,2.0
Ciências Farmacêuticas,0504-9494,142.3,142.5,0.2
Ciências Bioanalíticas,0504-9819,122.3,123.5,1.2
Farmácia Biomédica,0504-9832,117.3,117.0,-0.3
Português,0505-8393,106.0,102.5,-3.5
Arqueologia,0505-9006,118.0,119.0,1.0
Estudos Artísticos,0505-9132,125.5,126.5,1.0
Estudos Clássicos,0505-9133,112.0,113.0,1.0
Estudos Europeus,0505-9135,144.0,148.5,4.5
Filosofia,0505-9139,118.5,119.2,0.7
Geografia,0505-9143,118.5,118.5,0.0
História,0505-9181,128.0,129.0,1.0
História da Arte,0505-9182,119.0,120.0,1.0
Ciência da Informação,0505-9694,128.8,131.0,2.2
Jornalismo e Comunicação,0505-9773,151.0,157.0,6.0
Línguas Modernas,0505-9779,138.5,140.0,1.5
"Turismo, Território e Patrimónios",0505-L109,139.5,142.2,2.7
Medicina Dentária,0506-9548,173.3,199.5,26.2
Medicina,0506-9813,177.7,200.0,22.3
Ciências da Educação,0507-9026,122.5,122.5,0.0
Serviço Social,0507-9238,138.0,141.5,3.5
Ciências do Desporto,0508-9707,129.3,130.0,0.7
Biologia Humana,0602-8262,118.2,118.0,-0.2
Agronomia,0602-9003,96.0,96.0,0.0
Biologia,0602-9011,104.1,100.0,-4.1
Bioquímica,0602-9015,110.3,104.5,-5.8
Biotecnologia,0602-9016,111.3,111.0,-0.3
Engenharia Informática,0602-9119,122.8,117.5,-5.3
Geografia,0602-9143,111.1,111.0,-0.1
Matemática Aplicada à Economia e à Gestão,0602-9210,113.0,107.5,-5.5
Engenharia Mecatrónica,0602-9751,114.2,109.5,-4.7
Ciência e Tecnologia Animal,0602-9818,105.0,103.0,-2.0
Medicina Veterinária,0602-9847,154.7,161.5,6.8
Engenharia de Energias Renováveis,0602-9910,120.5,120.0,-0.5
Ecologia e Ambiente,0602-L090,102.0,103.0,1.0
Design,0603-9069,132.4,128.0,-4.4
Teatro,0603-9243,122.6,124.0,1.4
Arquitetura,0603-9257,106.0,95.5,-10.5
Artes Plásticas e Multimédia,0603-9347,112.1,112.0,-0.1
História e Arqueologia,0604-8251,121.3,121.5,0.2
Ciências da Educação,0604-9026,116.3,117.5,1.2
Economia,0604-9081,111.5,111.0,-0.5
Gestão,0604-9147,128.7,121.8,-6.9
Psicologia,0604-9219,141.7,143.5,1.8
Relações Internacionais,0604-9229,140.5,141.0,0.5
Sociologia,0604-9240,120.4,120.5,0.1
Turismo,0604-9254,129.4,130.5,1.1
Património Cultural,0604-9787,108.7,108.0,-0.7
Educação Básica,0604-9853,,111.0,
Línguas e Literaturas,0604-L047,109.4,97.8,-11.6
Ciências da Nutrição,0901-9554,156.5,163.0,6.5
Medicina,0901-9813,177.2,200.0,22.8
Sociologia (regime pós-laboral),0902-8109,122.0,125.5,3.5
Arqueologia,0902-9006,119.0,122.0,3.0
Ciência Política e Relações Internacionais,0902-9020,171.0,200.0,29.0
Ciências da Comunicação,0902-9023,169.0,200.0,31.0
Ciências da Linguagem,0902-9040,129.0,132.5,3.5
Ciências Musicais,0902-9046,122.5,125.5,3.0
Filosofia,0902-9139,144.5,151.0,6.5
Geografia e Planeamento Regional,0902-9145,129.5,131.5,2.0
História,0902-9181,153.5,173.5,20.0
História da Arte,0902-9182,112.0,114.0,2.0
"Línguas, Literaturas e Culturas",0902-9204,145.5,95.0,-50.5
Sociologia,0902-9240,137.0,140.5,3.5
Tradução,0902-9252,151.0,95.0,-56.0
Antropologia,0902-9448,115.0,95.0,-20.0
Estudos Portugueses,0902-9917,122.0,126.0,4.0
Conservação - Restauro,0903-8036,137.0,142.0,5.0
Bioquímica,0903-9015,149.8,151.0,1.2
Engenharia Geológica,0903-9116,112.8,115.0,2.2
Matemática,0903-9209,162.2,169.0,6.8
Química Aplicada,0903-9224,141.4,143.5,2.1
Biologia Celular e Molecular,0903-9348,160.4,164.5,4.1
Matemática Aplicada à Gestão do Risco,0903-L167,153.6,158.8,5.2
Economia,0904-9081,163.5,165.5,2.0
Gestão,0904-9147,169.0,171.0,2.0
Sistemas e Tecnologias de Informação,0906-8259,162.2,167.5,5.3
Gestão de Informação,0906-9155,169.9,195.5,25.6
Direito,0911-9078,158.0,188.8,30.8
Geografia e Planeamento,1000-8183,122.0,123.5,1.5
Optometria e Ciências da Visão,1000-8184,117.2,114.0,-3.2
Direito (regime pós-laboral),1000-8358,160.8,196.0,35.2
Educação (regime pós-laboral),1000-8427,123.0,125.5,2.5
Design de Produto,1000-8494,139.0,130.5,-8.5
Administração Pública,1000-9002,150.8,159.0,8.2
Arqueologia,1000-9006,117.4,120.0,2.6
Biologia e Geologia,1000-9012,106.0,101.0,-5.0
Bioquímica,1000-9015,144.0,145.0,1.0
Ciência Política,1000-9019,152.6,161.5,8.9
Ciências da Comunicação,1000-9023,157.2,177.5,20.3
Direito,1000-9078,166.8,199.0,32.2
Economia,1000-9081,161.4,164.5,3.1
Estudos Culturais,1000-9134,130.6,134.5,3.9
Filosofia,1000-9139,111.2,112.5,1.3
Física,1000-9141,140.4,142.5,2.1
Geologia,1000-9146,103.0,103.0,0.0
Gestão,1000-9147,165.4,169.5,4.1
História,1000-9181,131.0,134.0,3.0
Línguas Aplicadas,1000-9192,162.4,192.0,29.6
Línguas e Literaturas Europeias,1000-9195,136.8,140.0,3.2
Matemática,1000-9209,132.0,133.8,1.8
Química,1000-9223,132.6,135.0,2.4
Relações Internacionais,1000-9229,158.6,181.0,22.4
Sociologia,1000-9240,136.4,139.2,2.8
Teatro,1000-9243,126.0,130.0,4.0
Arquitetura,1000-9257,153.8,157.0,3.2
Educação,1000-9353,133.2,136.0,2.8
Ciências do Ambiente,1000-9379,123.8,125.0,1.2
Estatística Aplicada,1000-9381,126.2,128.8,2.6
Ciências da Computação,1000-9397,131.8,131.8,0.0
Design e Marketing de Moda,1000-9499,150.8,152.0,1.2
Biologia Aplicada,1000-9688,139.8,140.5,0.7
Medicina,1000-9813,180.5,200.0,19.5
Artes Visuais,1000-9817,151.5,176.0,24.5
Educação Básica,1000-9853,114.8,111.2,-3.6
Criminologia e Justiça Criminal,1000-L078,160.0,189.0,29.0
Proteção Civil e Gestão do Território,1000-L112,118.2,119.5,1.3
Estudos Orientais: Estudos Chineses e Japoneses,1000-L147,143.8,147.0,3.2
Ciências da Nutrição,1101-9554,153.5,161.0,7.5
Arquitetura,1102-9257,175.5,200.0,24.5
Arquitetura Paisagista,1103-8258,122.5,125.5,3.0
Biologia,1103-9011,141.5,143.5,2.0
Bioquímica,1103-9015,168.5,184.5,16.0
Física,1103-9141,167.8,186.5,18.7
Geologia,1103-9146,115.5,116.5,1.0
Matemática,1103-9209,159.3,164.0,4.7
Química,1103-9223,120.0,120.0,0.0
Ciência de Computadores,1103-9696,142.5,144.0,1.5
Ciências e Tecnologia do Ambiente,1103-9709,125.0,128.5,3.5
Economia,1104-9081,168.3,171.0,2.7
Gestão,1104-9147,175.0,199.5,24.5
Ciências Farmacêuticas,1106-9494,153.3,157.5,4.2
Arqueologia,1107-9006,124.6,122.8,-1.8
Ciências da Linguagem,1107-9040,124.6,95.0,-29.6
Filosofia,1107-9139,126.0,127.8,1.8
Geografia,1107-9143,129.6,95.0,-34.6
História,1107-9181,143.4,142.8,-0.6
História da Arte,1107-9182,136.4,95.0,-41.4
Línguas Aplicadas,1107-9192,174.6,95.0,-79.6
Línguas e Relações Internacionais,1107-9197,180.0,95.0,-85.0
"Línguas, Literaturas e Culturas",1107-9204,160.6,95.0,-65.6
Sociologia,1107-9240,146.8,95.0,-51.8
Ciência da Informação,1107-9694,141.2,144.0,2.8
Medicina,1108-9813,181.0,200.0,19.0
Ciências da Educação,1109-9026,137.5,141.0,3.5
Ciências do Meio Aquático,1110-9708,136.5,140.5,4.0
Medicina,1110-9813,182.2,200.0,17.8
Medicina Veterinária,1110-9847,168.3,200.0,31.7
Ciências do Desporto,1111-9707,136.0,132.0,-4.0
Medicina Dentária,1113-9548,171.8,200.0,28.2
Criminologia,1114-9066,162.2,195.5,33.3
Direito,1114-9078,171.8,197.2,25.4
Engenharia Agronómica,1201-9086,110.4,107.5,-2.9
Engenharia Zootécnica,1201-9129,126.9,128.0,1.1
Enologia,1201-9752,95.0,95.0,0.0
Medicina Veterinária,1201-9847,162.8,189.0,26.2
Ciências da Comunicação,1202-9023,134.8,95.0,-39.8
Economia,1202-9081,139.9,95.0,-44.9
Gestão,1202-9147,150.9,151.5,0.6
Línguas e Relações Empresariais,1202-9196,140.6,95.0,-45.6
"Línguas, Literaturas e Culturas",1202-9204,127.8,95.0,-32.8
Psicologia,1202-9219,144.9,95.0,-49.9
Serviço Social,1202-9238,132.2,133.5,1.3
Turismo,1202-9254,127.1,127.5,0.4
Teatro e Artes Performativas,1202-9803,96.3,97.0,0.7
Educação Básica,1202-9853,119.2,114.8,-4.4
Comunicação e Multimédia,1203-9052,129.1,130.0,0.9
Engenharia Civil,1203-9089,136.4,138.0,1.6
Engenharia Informática,1203-9119,121.1,118.8,-2.3
Engenharia Mecânica,1203-9123,127.5,128.0,0.5
Engenharia Biomédica,1203-9455,126.4,127.0,0.6
Biologia,1204-9011,122.8,123.5,0.7
Biologia e Geologia,1204-9012,95.0,97.0,2.0
Bioquímica,1204-9015,125.9,126.0,0.1
Ciências do Ambiente,1204-9379,95.0,95.5,0.5
Bioengenharia,1204-9540,117.0,116.0,-1.0
Ciências da Nutrição,1204-9554,124.0,124.0,0.0
Ciências do Desporto,1204-9707,126.5,126.0,-0.5
Genética e Biotecnologia,1204-9761,136.6,138.0,1.4
Design,1306-9069,106.6,95.5,-11.1
Línguas e Relações Empresariais,1306-9196,130.7,132.0,1.3
Psicologia,1306-9219,132.1,134.5,2.4
"Comunicação, Cultura e Organizações",1306-9720,123.0,123.5,0.5
Artes Visuais,1306-9817,156.6,159.0,2.4
Estudos de Cultura,1306-L150,107.0,101.5,-5.5
Bioquímica,1307-9015,129.5,130.0,0.5
Engenharia Informática,1307-9119,100.0,97.0,-3.0
Ciências da Educação,1308-9026,115.9,115.5,-0.4
Economia,1308-9081,119.8,115.0,-4.8
Gestão,1308-9147,132.3,132.5,0.2
Educação Física e Desporto,1308-9736,130.8,132.5,1.7
Educação Básica,1308-9853,157.9,188.0,30.1
Ciclo Básico de Medicina,1309-8083,174.2,200.0,25.8
Biologia,1309-9011,116.0,116.0,0.0
Enfermagem,1320-9500,136.0,139.0,3.0
Direção e Gestão Hoteleira,1321-9076,131.4,133.5,2.1
Design,1501-9069,158.5,160.0,1.5
Design de Moda,1501-9071,154.5,154.5,0.0
Arquitetura,1501-9257,113.8,106.5,-7.3
Desenho,1502-8399,165.5,191.5,26.0
Design de Comunicação,1502-9070,177.0,200.0,23.0
Design de Equipamento,1502-9072,152.5,153.0,0.5
Escultura,1502-9754,135.5,133.0,-2.5
Pintura,1502-9790,159.0,160.0,1.0
Arte Multimédia,1502-9904,163.5,187.0,23.5
Ciências da Arte e do Património,1502-L010,146.0,146.5,0.5
Biologia,1503-9011,147.5,147.0,-0.5
Bioquímica,1503-9015,148.3,150.0,1.7
Engenharia Informática,1503-9119,144.0,143.5,-0.5
Física,1503-9141,156.0,160.5,4.5
Geologia,1503-9146,115.5,112.0,-3.5
Matemática,1503-9209,148.0,150.2,2.2
"Meteorologia, Oceanografia e Geofísica",1503-9212,130.3,132.5,2.2
Química,1503-9223,140.3,143.0,2.7
Química Tecnológica,1503-9226,131.0,133.5,2.5
Estatística Aplicada,1503-9381,130.0,131.8,1.8
Matemática Aplicada,1503-9385,145.0,146.0,1.0
Tecnologias de Informação,1503-L079,133.0,133.5,0.5
Engenharia Geoespacial,1503-L096,115.0,116.0,1.0
Direito (regime pós-laboral),1504-8358,140.5,142.5,2.0
Direito,1504-9078,149.3,151.0,1.7
Ciências Farmacêuticas,1505-9494,146.5,148.0,1.5
"Estudos Artísticos, variante de Artes do Espetáculo",1506-8104,137.5,141.0,3.5
Artes e Humanidades,1506-8413,129.0,131.5,2.5
Estudos Gerais,1506-8458,140.0,143.0,3.0
Arqueologia,1506-9006,113.5,115.5,2.0
Ciências da Linguagem,1506-9040,121.0,123.0,2.0
Estudos Africanos,1506-9131,114.5,117.5,3.0
Estudos Clássicos,1506-9133,118.5,122.0,3.5
Estudos Europeus,1506-9135,140.0,143.5,3.5
Filosofia,1506-9139,131.0,134.2,3.2
História,1506-9181,135.0,138.0,3.0
História da Arte,1506-9182,109.0,109.0,0.0
"Línguas, Literaturas e Culturas",1506-9204,141.5,143.0,1.5
Tradução,1506-9252,133.0,135.0,2.0
Estudos Asiáticos,1506-9914,150.0,156.5,6.5
Estudos Portugueses,1506-9917,124.0,128.8,4.8
Estudos Comparatistas,1506-L097,131.5,135.5,4.0
Ciências da Nutrição,1507-9554,153.5,181.5,28.0
Medicina,1507-9813,175.2,196.5,21.3
Medicina Dentária,1508-9548,172.0,197.0,25.0
Higiene Oral,1508-9556,124.0,127.0,3.0
Prótese Dentária,1508-9791,110.5,110.5,0.0
Medicina Veterinária,1509-9847,155.8,176.0,20.2
Dança,1510-9068,107.0,110.0,3.0
Gestão do Desporto,1510-9162,147.5,150.2,2.7
Ciências do Desporto,1510-9707,120.5,114.2,-6.3
Reabilitação Psicomotora,1510-9841,119.0,120.5,1.5
Educação e Formação,1513-L040,103.8,104.0,0.2
Planeamento e Gestão do Território,1514-8411,121.0,123.5,2.5
Geografia,1514-9143,120.5,121.0,0.5
Arquitetura Paisagista,1515-8258,112.5,113.0,0.5
Engenharia Florestal e dos Recursos Naturais,1515-8377,110.5,111.5,1.0
Biologia,1515-9011,136.0,138.0,2.0
Engenharia Agronómica,1515-9086,114.0,106.0,-8.0
Engenharia Alimentar,1515-9087,106.5,106.0,-0.5
Engenharia do Ambiente,1515-9099,106.3,106.5,0.2
Engenharia Zootécnica,1515-9129,110.0,110.5,0.5
Serviço Social (regime pós-laboral),1516-8014,126.5,130.0,3.5
Administração Pública (regime pós-laboral),1516-8102,125.5,128.0,2.5
Sociologia (regime pós-laboral),1516-8109,118.5,120.5,2.0
Gestão de Recursos Humanos (regime pós-laboral),1516-8111,133.0,135.5,2.5
Administração Pública e Políticas do Território (regime pós-laboral),1516-8363,116.5,119.0,2.5
Relações Internacionais (regime pós-laboral),1516-8364,142.0,145.5,3.5
Administração Pública,1516-9002,137.0,140.0,3.0
Ciência Política,1516-9019,149.5,156.0,6.5
Ciências da Comunicação,1516-9023,156.5,177.0,20.5
Gestão de Recursos Humanos,1516-9157,150.5,157.0,6.5
Relações Internacionais,1516-9229,156.5,176.0,19.5
Serviço Social,1516-9238,139.5,142.5,3.0
Sociologia,1516-9240,130.5,133.5,3.0
Antropologia,1516-9448,115.0,116.0,1.0
Economia,1517-9081,149.0,149.2,0.2
Gestão,1517-9147,154.5,154.5,0.0
Matemática Aplicada à Economia e à Gestão,1517-9210,178.5,200.0,21.5
Gestão (ensino em Inglês),1517-A001,159.8,164.5,4.7
Economia (ensino em Inglês),1517-A006,153.0,157.2,4.2
Engenharia Informática e de Computadores,1518-9121,171.5,188.0,16.5
Arquitetura,1518-9257,146.5,143.2,-3.3
Matemática Aplicada e Computação,1518-9345,183.5,200.0,16.5
Engenharia Naval e Oceânica,1518-L162,160.3,165.5,5.2
Engenharia de Telecomunicações e Informática,1519-9098,142.0,143.5,1.5
Engenharia e Gestão Industrial,1519-9104,168.8,192.0,23.2
Engenharia Informática e de Computadores,1519-9121,162.5,166.0,3.5
Engenharia Eletrónica,1519-9912,149.3,152.0,2.7
Marketing (regime pós-laboral),3011-8005,126.2,128.5,2.3
Contabilidade,3011-9056,134.7,136.0,1.3
Finanças,3011-9140,146.5,151.0,4.5
Marketing,3011-9205,142.8,146.5,3.7
Contabilidade (regime pós-laboral),3011-9869,120.8,122.0,1.2
Finanças (regime pós-laboral),3011-9888,100.6,101.0,0.4
Gestão da Qualidade,3012-8405,125.8,128.0,2.2
Secretariado e Comunicação Empresarial,3012-9235,134.0,137.0,3.0
Gestão Comercial,3012-L021,133.6,135.5,1.9
Enfermagem,3013-9500,138.8,138.0,-0.8
Fisioterapia,3013-9504,152.4,155.0,2.6
Terapia da Fala,3013-9890,111.4,109.0,-2.4
Imagem Médica e Radioterapia,3013-L066,134.0,135.0,1.0
Design de Produto e Tecnologia,3014-L138,137.6,137.8,0.2
Agronomia,3021-9003,128.7,129.0,0.3
Engenharia do Ambiente,3021-9099,,98.0,
Ciência e Tecnologia dos Alimentos,3021-9350,,104.5,
Serviço Social,3022-9238,107.0,103.0,-4.0
Desporto,3022-9563,95.0,95.0,0.0
Educação Básica,3022-9853,126.9,128.2,1.3
Engenharia Informática,3023-9119,112.9,111.0,-1.9
Gestão de Empresas,3023-9152,95.0,95.0,0.0
Solicitadoria,3023-9242,112.8,110.0,-2.8
Turismo,3023-9254,98.0,97.5,-0.5
Gestão de Empresas (regime pós-laboral),3023-9994,,95.0,
Solicitadoria (regime pós-laboral),3031-8015,124.2,126.5,2.3
Contabilidade,3031-9056,136.1,138.5,2.4
Finanças,3031-9140,132.3,134.0,1.7
Gestão de Empresas,3031-9152,149.0,152.5,3.5
Solicitadoria,3031-9242,137.2,141.0,3.8
Fiscalidade,3031-9759,123.1,124.5,1.4
Contabilidade (regime pós-laboral),3031-9869,123.6,125.0,1.4
Fiscalidade (regime pós-laboral),3031-9990,113.1,113.0,-0.1
Gestão de Empresas (regime pós-laboral),3031-9994,136.7,139.2,2.5
Gestão Pública,3031-L140,128.8,130.8,2.0
Engenharia em Desenvolvimento de Jogos Digitais,3032-8311,124.1,125.5,1.4
Engenharia de Sistemas Informáticos,3032-8409,125.6,126.2,0.6
Engenharia de Sistemas Informáticos (regime pós-laboral),3032-8417,115.7,116.2,0.5
Engenharia e Gestão Industrial,3032-9104,118.1,95.0,-23.1
Engenharia Eletrotécnica e de Computadores,3032-9112,114.6,115.0,0.4
Design Industrial,3033-9074,133.1,136.0,2.9
Design Gráfico,3033-9470,146.4,150.0,3.6
Design Gráfico (regime pós-laboral),3033-9873,125.3,128.0,2.7
Gestão de Atividades Turísticas,3034-8156,134.5,137.5,3.0
Gestão de Atividades Turísticas (regime pós-laboral),3034-8341,120.8,122.5,1.7
Enfermagem Veterinária,3041-9085,129.6,130.5,0.9
Engenharia Agronómica,3041-9086,,98.0,
Engenharia Alimentar,3041-9087,,95.0,
Engenharia do Ambiente,3041-9099,,97.0,
Engenharia Zootécnica,3041-9129,,95.5,
Biologia e Biotecnologia,3041-L029,110.9,108.5,-2.4
Línguas Estrangeiras: Inglês e Espanhol,3042-8323,113.7,111.0,-2.7
Línguas para Relações Internacionais,3042-8374,103.5,95.0,-8.5
Educação Ambiental,3042-9082,,100.0,
Educação Social,3042-9084,97.6,95.0,-2.6
Desporto,3042-9563,104.1,98.5,-5.6
Educação Básica,3042-9853,115.5,111.0,-4.5
Arte e Design,3042-9898,110.0,97.0,-13.0
Animação e Produção Artística,3042-9933,111.1,110.0,-1.1
Relações Lusófonas e Língua Portuguesa,3042-L088,124.4,126.0,1.6
Música em Contextos Comunitários,3042-L175,114.5,114.5,0.0
Contabilidade,3043-9056,104.5,101.2,-3.3
Engenharia Civil,3043-9089,,96.5,
Engenharia Eletrotécnica e de Computadores,3043-9112,,96.5,
Engenharia Informática,3043-9119,108.0,105.8,-2.2
Engenharia Mecânica,3043-9123,132.0,131.5,-0.5
Engenharia Química,3043-9125,112.1,110.0,-2.1
Gestão,3043-9147,123.8,121.0,-2.8
Informática de Gestão,3043-9186,109.3,105.5,-3.8
Engenharia de Energias Renováveis,3043-9910,,95.0,
"Gestão de Negócios Internacionais (Curso Europeu, ensino em Inglês)",3043-A004,95.0,95.0,0.0
Tecnologia Biomédica,3043-L069,111.3,107.5,-3.8
Design de Jogos Digitais,3045-8309,105.0,98.0,-7.0
Gestão e Administração Pública,3045-9165,98.3,95.5,-2.8
Informática e Comunicações,3045-9188,,95.8,
Marketing,3045-9205,102.0,99.0,-3.0
Multimédia,3045-9213,114.8,112.5,-2.3
Solicitadoria,3045-9242,95.0,95.0,0.0
Turismo,3045-9254,100.7,96.0,-4.7
Engenharia de Proteção Civil,3051-8397,,123.5,
Agronomia,3051-9003,117.8,118.0,0.2
Enfermagem Veterinária,3051-9085,108.7,106.0,-2.7
Biotecnologia Alimentar,3051-L093,,99.5,
Serviço Social,3052-9238,114.8,113.5,-1.3
Secretariado,3052-9485,104.9,104.5,-0.4
Desporto e Atividade Física,3052-9850,95.0,95.0,0.0
Educação Básica,3052-9853,,114.5,
Engenharia das Energias Renováveis,3053-8463,,106.0,
Engenharia Civil,3053-9089,,96.5,
Engenharia Eletrotécnica e das Telecomunicações,3053-9111,118.8,116.5,-2.3
Engenharia Informática,3053-9119,112.0,108.2,-3.8
Gestão,3054-9147,119.7,119.5,-0.2
Solicitadoria,3054-9242,105.2,98.5,-6.7
Gestão Comercial,3054-L021,111.0,108.5,-2.5
Design de Interiores e Equipamento,3055-9725,115.2,113.5,-1.7
Design de Moda e Têxtil,3055-9726,134.1,136.5,2.4
Design de Comunicação e Audiovisual,3055-L158,122.8,123.0,0.2
Biotecnologia,3061-9016,118.1,115.5,-2.6
Ciências Florestais e Recursos Naturais,3061-L009,114.7,115.5,0.8
Tecnologia Alimentar,3061-L015,109.8,109.5,-0.3
Tecnologia e Gestão Ambiental,3061-L024,95.0,96.0,1.0
Turismo em Espaços Rurais e Naturais,3061-L178,104.7,105.5,0.8
Animação Socioeducativa (regime pós-laboral),3062-8093,101.1,102.0,0.9
Turismo (regime pós-laboral),3062-8114,127.0,130.5,3.5
Comunicação Organizacional (regime pós-laboral),3062-8342,125.9,127.5,1.6
Comunicação Social,3062-9054,141.4,145.0,3.6
Turismo,3062-9254,139.8,142.5,2.7
Gerontologia Social,3062-9668,110.8,110.5,-0.3
Animação Socioeducativa,3062-9675,119.1,119.5,0.4
Comunicação Organizacional,3062-9717,136.7,139.0,2.3
Desporto e Lazer,3062-9731,121.4,123.0,1.6
Língua Gestual Portuguesa,3062-9774,109.0,109.0,0.0
Educação Básica,3062-9853,113.4,107.2,-6.2
Comunicação e Design Multimédia,3062-9894,146.1,147.0,0.9
Arte e Design,3062-9898,151.1,151.0,-0.1
Gastronomia,3062-L095,112.1,112.5,0.4
Secretariado de Direção e Administração,3063-8519,127.5,128.5,1.0
Contabilidade e Auditoria,3063-9061,125.4,120.5,-4.9
Gestão de Empresas,3063-9152,139.1,137.8,-1.3
Informática de Gestão,3063-9186,109.7,106.8,-2.9
